,date,bedrooms,bathrooms,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15,zipcode_98001,zipcode_98002,zipcode_98003,zipcode_98004,zipcode_98005,zipcode_98006,zipcode_98007,zipcode_98008,zipcode_98010,zipcode_98011,zipcode_98014,zipcode_98019,zipcode_98022,zipcode_98023,zipcode_98024,zipcode_98027,zipcode_98028,zipcode_98029,zipcode_98030,zipcode_98031,zipcode_98032,zipcode_98033,zipcode_98034,zipcode_98038,zipcode_98039,zipcode_98040,zipcode_98042,zipcode_98045,zipcode_98052,zipcode_98053,zipcode_98055,zipcode_98056,zipcode_98058,zipcode_98059,zipcode_98065,zipcode_98070,zipcode_98072,zipcode_98074,zipcode_98075,zipcode_98077,zipcode_98092,zipcode_98102,zipcode_98103,zipcode_98105,zipcode_98106,zipcode_98107,zipcode_98108,zipcode_98109,zipcode_98112,zipcode_98115,zipcode_98116,zipcode_98117,zipcode_98118,zipcode_98119,zipcode_98122,zipcode_98125,zipcode_98126,zipcode_98133,zipcode_98136,zipcode_98144,zipcode_98146,zipcode_98148,zipcode_98155,zipcode_98166,zipcode_98168,zipcode_98177,zipcode_98178,zipcode_98188,zipcode_98198,zipcode_98199
2151,-0.18621100779735536,0.7415270432095051,1.7692367418440096,-0.8507286096794645,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.0256712488540125,1.1646648945440716,1.1910743890676811,0.8350127600565482,-1.072572078482723,-1.780881197279082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,-1.2357633202534832,-0.27411587868303544,0.1538391914806735,-1.2171920729500358,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.2089760214353171,-0.6417387118111292,0.48812844450154247,1.107508088177234,0.050294772437341574,-0.7492408448482469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19740,-0.7418563496858936,0.7415270432095051,-0.16924031859199376,0.19951123845827556,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.8257034066912601,-0.6417387118111292,1.257637600743733,-0.5672178408827209,-0.9478825294404238,-1.422998856989457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9947,0.5722889827171572,-0.27411587868303544,0.4769187015533407,0.9162989090953167,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.3725823997288058,-0.6417387118111292,0.2521603743847817,-0.917052691838718,-0.9270991544412537,1.1599741077960055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3696,1.0485564186216187,-0.27411587868303544,-0.16924031859199376,-0.12654472922231705,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.9095768283688469,-0.6417387118111292,0.6561684098237974,-1.1497940596235112,0.1335293005476828,-0.5867631527232274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,1.507184319862952,0.7415270432095051,0.4769187015533407,-0.46987642325771084,1.60795581073668,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.6394628317918285,-0.6417387118111292,-2.4000136534558685,0.34640044756430566,-0.6915186138805647,-0.2676813996590836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13408,0.4399924727436958,0.7415270432095051,0.4769187015533407,-0.16854858101728026,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.524712718998985,-0.6417387118111292,1.1244448132613933,0.36013363386215846,1.3899758882321265,1.5483346043385062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9586,-0.14211217113953484,-0.27411587868303544,-0.492319828664661,0.32835709417673337,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.11771863674731942,-0.6417387118111292,0.11694645067067949,-1.9586064526395206,-1.0794987378373913,-0.24990715299018706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663,1.436626181210439,0.7415270432095051,0.4769187015533407,0.024313187766025972,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.970269463602904,-0.6417387118111292,0.9241565744403308,-1.678160332451646,0.2722716806523425,1.103507521716994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11950,0.4840913094015163,0.7415270432095051,-1.4615583588826626,0.16113476950512287,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.3695062236631046,-0.6417387118111292,-0.8029739593917958,-0.333030874540313,-1.0448648749863558,-0.4894200891546701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11419,1.1543936266003878,0.7415270432095051,-0.16924031859199376,-0.2783272536712212,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.3287666540595152,-0.6417387118111292,0.8572602135012615,-1.2871259226020906,0.03642314572623652,-0.3216308671698764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8376,0.13130061613895225,-0.27411587868303544,-0.492319828664661,0.31523897553650837,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.5962618939704305,-0.6417387118111292,-0.5290823506205137,0.7374348574139126,0.23064658191842935,-1.1976367095612828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7478,1.4630854832051314,0.7415270432095051,0.4769187015533407,-0.780080150221707,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.9230717996253741,-0.6417387118111292,1.257637600743733,-1.2907399189962814,1.2093772502638194,0.7665044481141202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,0.23713782411772147,0.7415270432095051,-0.8153993387373282,0.46741443586469694,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.5962618939704305,1.5033655707356717,0.21838253237285637,0.8003183946725125,0.17514962998045272,0.24039818003335914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17446,1.1014750226110033,-0.27411587868303544,-1.4615583588826626,-0.20908438536820179,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,2.200886433955257,-0.9518828129798331,-0.6417387118111292,-2.049569961073423,-1.8509093600931201,-0.046801847372702675,-1.449093048226739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,1.0926552552794393,-0.27411587868303544,0.4769187015533407,-1.8300832030907601,0.9748571755524752,-0.07316642884631501,2.4392189226829437,-0.584101505422321,-0.3695062236631046,-0.054657539745688946,1.024375726935442,0.46349393073556094,-0.9894477506314319,-0.09441219594064384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14997,0.16657968546520865,1.529320896774116,0.4769187015533407,0.9310359805371224,-0.9917268077613015,-0.07316642884631501,5.169660733586045,0.9843223654216801,0.2663831572173909,3.0839687262964723,-0.4607844816226066,0.2372577564602905,0.23758395641545835,1.103507521716994,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16254,-1.7296702908210728,0.7415270432095051,0.1538391914806735,0.8621153954568533,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.8356256607562981,-0.6417387118111292,0.18458760927706142,0.43747315669746994,-0.1785580426558342,1.7853961378372851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,0.9074401413165931,0.7415270432095051,0.4769187015533407,-0.3655834743081891,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.0528851854243215,-0.6417387118111292,1.024375726935442,-0.18268862454268806,2.328318713333252,0.7280983221755708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4333,-1.1563854142694063,-0.27411587868303544,0.1538391914806735,-1.5908032132337773,2.125235060309875,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.13268180762246515,-0.6417387118111292,1.0577487408613804,0.7967043982783218,-1.169540158654997,-0.5867631527232274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,-1.5268156421950987,0.7415270432095051,-0.492319828664661,-0.07743285010882807,-0.9917268077613015,-0.07316642884631501,3.804439828134494,0.9843223654216801,-0.40298543511214463,-0.09981762990456897,-0.8372894718263367,0.9788498165446504,-1.314971481478009,0.4448771997076076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4752,-1.6767516868316883,0.7415270432095051,1.4461572317713425,-0.35108324879066205,0.15865107699609787,-0.07316642884631501,2.4392189226829437,0.9843223654216801,0.8057310518529622,-0.6417387118111292,-2.119511839773355,0.24809974564281126,-0.5667729906832497,0.6498119680209353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
622,0.06956224481800356,-0.27411587868303544,-0.8153993387373282,0.2943790010371315,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.7088692738958713,-0.6417387118111292,-0.4607844816226066,-1.9882412230717508,-0.01212576002656742,-0.8813634654081547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13294,0.7927831660062598,-0.27411587868303544,-0.16924031859199376,-0.38624785795047334,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.2718653917552911,-0.6417387118111292,-0.4949246913039803,-0.16389584329297852,-0.4558725770246635,-0.8988338771422463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,0.4840913094015163,-0.27411587868303544,0.1538391914806735,0.04489113553211611,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.24095377784990077,-0.6417387118111292,0.21838253237285637,1.1429252528401281,-0.1785580426558342,-0.04428493831247418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19530,-1.3504202955638165,-1.7055841784446595,-1.4615583588826626,-0.39614216850772954,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.4764281762446905,-0.009497449586808924,-0.8029739593917958,0.9159662792860505,-0.511324597670982,-0.9429504506972575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8537,0.6957657253590547,3.604463642732753,6.938508903006686,-0.24350230809643786,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,2.102087492055418,-0.6417387118111292,0.8237869050139032,0.2141281795375829,-0.6291480972567299,-0.7954741247101614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1214,-1.4209784342163294,0.7415270432095051,0.4769187015533407,-0.7872782059824595,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.8057310518529622,-0.6417387118111292,0.9241565744403308,-0.22171978559977315,2.2935467441263637,1.0226653893675557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2473,-0.009815661166073346,-1.7055841784446595,-1.4615583588826626,0.2770424500865294,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.2232694843674776,-0.6417387118111292,-0.8372894718263367,1.1747284211088833,-0.8370319733309127,-1.3714674092915058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5345,0.8721610719903367,-0.27411587868303544,-1.4615583588826626,-0.3795086030152586,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.5064142427713111,-0.6417387118111292,-2.0146264523045394,-0.2448493625224807,-0.7954592768695371,-1.899966027971528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17223,-1.4915365728688421,1.529320896774116,-1.4615583588826626,-0.28747279567124506,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.3365019106853956,-0.6417387118111292,-1.5620157267100938,0.13028346319274867,-1.2387962816580116,-0.8553430917236591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10279,0.11366108147582406,0.7415270432095051,1.1230777216986751,0.9306260088251497,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.4876024418763585,-0.6417387118111292,0.7902968221291958,-0.7284020800628666,0.3902205628629585,1.5186149955817754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14234,-1.297501691574432,0.7415270432095051,-1.4615583588826626,-0.14176118341318059,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.4369534114095767,-0.6417387118111292,-1.0435533979045302,-0.41398439376976387,-0.6291480972567299,-1.1735891434342176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1860,-1.4915365728688421,0.7415270432095051,0.1538391914806735,0.8405266783405142,-0.9917268077613015,-0.07316642884631501,3.804439828134494,-0.584101505422321,-0.3201736678718796,2.045286652642232,0.42079397130100343,0.15413583939426356,0.9246652531694998,1.0226653893675557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11233,1.1808529285950802,-0.27411587868303544,-0.492319828664661,-0.0815285514849418,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.08224920541543092,-0.6417387118111292,0.5217702569400697,-1.5010745091371742,0.23758395641545835,-0.3216308671698764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15758,-1.4121586668847652,1.529320896774116,-0.8153993387373282,-0.650072383329276,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.3774964990450862,-0.6417387118111292,-1.4580009835369319,0.5596262348205306,-0.6430086087000845,0.31942059203903256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13509,-1.1563854142694063,1.529320896774116,-1.4615583588826626,0.8039521630483327,0.15865107699609787,-0.07316642884631501,3.804439828134494,0.9843223654216801,0.08224920541543092,0.5550036773991913,-1.6661926129624234,-0.3366448709344524,-1.2803472393408148,1.1487636786204791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4538,0.23713782411772147,0.7415270432095051,-1.4615583588826626,3.4072148089611916,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.12295167281720543,-0.6417387118111292,-0.8029739593917958,-0.3351992723767864,2.6482877797912736,-0.8988338771422463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,0.35179479942805475,-0.27411587868303544,-0.8153993387373282,0.7225769587037825,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.7281786382603248,-0.6417387118111292,0.45446968831384366,-0.6322697759778455,3.163274215193032,-1.3460228735209554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14606,0.369434334091183,0.7415270432095051,0.7999982116260079,-0.11304207542418879,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,0.8553441266694475,-0.6417387118111292,0.5890031187453385,-1.8472953636989806,-1.037937932587947,0.13280647528858872,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7722,-1.3063214589059962,-1.7055841784446595,-0.16924031859199376,-2.12943754979799,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-1.1994050182204277,-0.032077494666248936,0.8237869050139032,-0.14510306204326898,-1.2249455097634325,-1.1976367095612828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18141,0.6781261906959265,2.1729953429711286,0.4769187015533407,0.4010210435034646,-0.9917268077613015,-0.07316642884631501,2.4392189226829437,0.9843223654216801,-0.3365019106853956,1.616265796132872,-0.22229011023902417,-0.8440499646764045,-0.4697359223028367,-0.43246398141812387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,-1.288681924242868,0.7415270432095051,0.4769187015533407,-0.6503176973105977,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,1.1413660005081112,-0.6417387118111292,0.9241565744403308,0.0168039764156841,0.5914653693230932,1.3550536067188625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,0.9427192106428495,0.7415270432095051,-0.8153993387373282,-0.32995920489113634,0.15865107699609787,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,-0.6518844244474729,0.5550036773991913,-0.871622613602717,0.10570828771237507,-1.2664971464387984,-0.23223535211590038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8527,-0.10683310181327844,-0.27411587868303544,0.4769187015533407,-1.5601719188292582,2.125235060309875,-0.07316642884631501,3.804439828134494,-0.584101505422321,0.3040136009044467,1.1420848494646316,1.1910743890676811,0.46060273362017756,-1.0656453625208124,-0.4137113299091156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16347,0.3253354974333625,-0.27411587868303544,-0.8153993387373282,0.34650419769293933,-0.9917268077613015,-0.07316642884631501,-0.2912228882201577,-0.584101505422321,-0.2718653917552911,-0.6417387118111292,-0.5290823506205137,-1.7157458949510653,-0.6083569050928475,-0.7701695879790962,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11713,0.16657968546520865,-0.27411587868303544,0.4769187015533407,-0.4285740253323255,0.9748571755524752,-0.07316642884631501,-0.2912228882201577,0.9843223654216801,0.31642304393129045,-0.6417387118111292,-0.8372894718263367,0.6817793129435913,-1.2664971464387984,-1.2957586500459513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11231,-0.9888098349696884,-0.27411587868303544,1.7692367418440096,-1.559053590208354,0.9748571755524752,-0.07316642884631501,3.804439828134494,-0.584101505422321,-0.524108358856934,0.32920322660479123,0.8907167643866625,0.33122166270878683,-0.6984483879825983,-0.23223535211590038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
